| No. | Mission/ID | Launch Date | Vehicle Configuration | Test Range | Response Mode | Flight Phase | Rep. Conf. |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 31 | IMP-C | 05/29/65 | DSV-3C | ER | | | 0 |
| 32 | TIROS OT-1 | 07/01/65 | DSV-3C | ER | | | 0 |
| 33 | OSO-C | 08/25/65 | DSV-3C | ER | 4 | 2.5 | 0 |
| 34 | GEOS A | 11/06/65 | DSV-3E | ER | NA | 2 & 5 | 0 |
| 35 | PIONEER A | 12/16/65 | DSV-3E | ER | | | 0 |
| 36 | TIROS OT-3 | 02/03/66 | DSV-3C | ER | | | 0 |
| 37 | TIROS OT-2 | 02/28/66 | DSV-3E | ER | | | 0 |
| 38 | AE-B | 05/25/66 | DSV-3C | ER | NA | 2 & 5 | 0 |
| 39 | AIMP-D | 07/01/66 | DSV-3E | ER | NA | 2.5 & 5 | 0 |
| 40 | PIONEER-B | 08/17/66 | DSV-3E | ER | | | 0 |
| 41 | TOS | 10/02/66 | DSV-3E | WR | | | 0 |
| 42 | INTELSAT II (F-1) | 10/26/66 | DSV-3E | ER | | | 0 |
| 43 | BIOS-A | 12/14/66 | DSV-3G | ER | | | 0 |
| 44 | INTELSAT II (F-2) | 01/11/67 | DSV-3E | ER | | | 0 |
| 45 | TOS | 01/26/67 | DSV-3E | WR | | | 0 |
| 46 | OSO-E1 | 03/08/67 | DSV-3C | ER | | | 0 |
| 47 | INTELSAT II (F-3) | 03/22/67 | DSV-3E | ER | | | 0 |
| 48 | TOS D | 04/20/67 | DSV-3E | WR | | | 0 |
| 49 | IMP-F | 05/24/67 | DSV-3E | WR | | | 0 |
| 50 | AIMP-E | 07/19/67 | DSV-3E | ER | | | 0 |
| 51 | BIOS-B | 09/07/67 | DSV-3G | ER | | | 0 |
| 52 | INTELSAT II (F-4) | 09/27/67 | DSV-3E | ER | | | 0 |
| 53 | OSO-D | 10/18/67 | DSV-3C | ER | | | 0 |
| 54 | TOS-C | 11/10/67 | DSV-3E | WR | | | 0 |
| 55 | PIONEER-C | 12/13/67 | DSV-3E | ER | | | 0 |
| 56 | GEOS-B | 01/11/68 | DSV-3E | WR | | | 0 |
| 57 | RAE-A | 07/04/68 | DSV-3E | WR | | | 0 |
| 58 | TOS-E | 08/16/68 | DSV-3L | WR | | | 0 |
| 59 | INTELSAT III-A | 09/18/68 | DSV-3L | ER | 5 | 1 | 0 |
| 60 | PIONEER-D | 11/08/68 | DSV-3E | ER | | | 0 |
| 61 | HEOS-A | 12/05/68 | DSV-3E | ER | | | 0 |
| 62 | TOS-F | 12/15/68 | DSV-3L | WR | | | 0 |
| 63 | INTELSAT III-C | 12/18/68 | DSV-3L | ER | | | 0 |
| 64 | OSO-F | 01/22/69 | DSV-3C | ER | | | 0 |
| 65 | ISIS-A | 01/30/69 | DSV-3E | WR | | | 0 |
| 66 | INTELSAT III-B | 02/05/69 | DSV-3L | ER | | | 0 |
| 67 | TOS-G | 02/26/69 | DSV-3E | ER | | | 0 |
| 68 | INTELSAT III-D | 05/21/69 | DSV-3L | ER | | | 0 |
| 69 | IMP-G | 06/21/69 | DSV-3E | WR | | | 0 |
| 70 | BIOS-D | 06/29/69 | DSV-3L | ER | | | 0 |
| 71 | INTELSAT III-E | 07/26/69 | DSV-3L | ER | 5 | 3 & 5 | 0 |
| 72 | OSO-G | 08/09/69 | DSV-3L | ER | | | 0 |
| 73 | PIONEER-E | 08/27/69 | DSV-3L | ER | 5 | 1 | 0 |
| 74 | IDCSP/A-A | 11/22/69 | DSV-3L | ER | | | 0 |
| 75 | INTELSAT III-F | 01/14/70 | DSV-3L | ER | | | 0 |
| 76 | TIROS-M | 01/23/70 | DSV-3L | WR | | | 0 |

9/10/96  &
