| No. | Mission/ID | Launch Date | Vehicle Configuration | Test Range | Response Mode | Flight Phase | Rep. Conf. |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 169 | AFSC | 12/05/67 | IIIB/AGENA D (23B) | WR | | | 1 |
| 170 | AFSC | 01/18/68 | IIIB/AGENA D (23B) | WR | | | 1 |
| 171 | GLORY TRIP 4T | 02/28/68 | II (B-88) | WR | | | 0 |
| 172 | AFSC | 03/13/68 | IIIB/AGENA D (23B) | WR | | | 1 |
| 173 | GLORY TRIP 10T | 04/02/68 | II (B-36) | WR | | | 0 |
| 174 | AFSC | 04/17/68 | IIIB/AGENA D (23B) | WR | | | 1 |
| 175 | AFSC | 06/05/68 | IIIB/AGENA D (23B) | WR | | | 1 |
| 176 | GLORY TRIP 8T | 06/12/68 | II (B-82) | WR | | | 0 |
| 177 | SV-IDCSP | 06/13/68 | IIIC (66-009)/Trans. | ER | | | 1 |
| 178 | AFSC | 08/06/68 | IIIB/AGENA D (23B) | WR | | | 1 |
| 179 | GLORY TRIP 18T | 08/21/68 | II (B-53) | WR | | | 0 |
| 180 | AFSC | 09/10/68 | IIIB/AGENA D (23B) | WR | | | 1 |
| 181 | SV-LES/OV | 09/26/68 | IIIC (65-213)/Trans. | ER | | | 1 |
| 182 | AFSC | 11/06/68 | IIIB/AGENA D (23B) | WR | | | 1 |
| 183 | GLORY TRIP 26T | 11/19/68 | II (B-3) | WR | | | 0 |
| 184 | AFSC | 12/04/68 | IIIB/AGENA D (23B) | WR | | | 1 |
| 185 | AFSC | 01/22/69 | IIIB/AGENA D (23B) | WR | | | 1 |
| 186 | SV-TAC COM | 02/09/69 | IIIC-17/Trans. | ER | | | 1 |
| 187 | AFSC | 03/04/69 | IIIB/AGENA D (23B) | WR | | | 1 |
| 188 | AFSC | 04/15/69 | IIIB/AGENA D (23B) | WR | | | 1 |
| 189 | GLORY TRIP 39T | 05/20/69 | II | WR | | | 0 |
| 190 | SV-VELA/OV | 05/23/69 | IIIC-15/Trans. | ER | | | 1 |
| 191 | AFSC | 06/03/69 | IIIB/AGENA D (23B) | WR | | | 1 |
| 192 | AFSC | 08/23/69 | IIIB/AGENA D (23B-1) | WR | | | 1 |
| 193 | AFSC | 10/24/69 | IIIB/AGENA D (23B-2) | WR | | | 1 |
| 194 | AFSC | 01/14/70 | IIIB/AGENA D (23B-3) | WR | | | 1 |
| 195 | SV-VELA | 04/08/70 | IIIC-18/Trans. | ER | | | 1 |
| 196 | AFSC | 04/15/70 | IIIB/AGENA D (23B-4) | WR | | | 1 |
| 197 | AFSC | 06/25/70 | IIIB/AGENA D (23B-5) | WR | | | 1 |
| 198 | AFSC | 08/18/70 | IIIB/AGENA D (23B-6) | WR | | | 1 |
| 199 | AFSC | 10/23/70 | IIIB/AGENA D (23B-7) | WR | | | 1 |
| 200 | SV-DOD | 11/06/70 | IIIC-19/Trans. | ER | NA | 3.5 & 5 | 1 |
| 201 | AFSC | 01/21/71 | IIIB/AGENA D (23B-8) | WR | | | 1 |
| 202 | AFSC | 03/20/71 | IIIB/AGENA D (33B-1) | WR | | | 1 |
| 203 | AFSC | 04/22/71 | IIIB/AGENA D (23B-9) | WR | | | 1 |
| 204 | SV-DOD | 05/05/71 | IIIC-20/Trans. | ER | | | 1 |
| 205 | AFSC | 06/15/71 | IIID (23D-1) | WR | | | 1 |
| 206 | M1-17 | 06/20/71 | II (B-12) | WR | | | 0 |
| 207 | AFSC | 08/12/71 | IIIB/AGENA D (24B-1) | WR | | | 1 |
| 208 | M2-1 | 08/27/71 | II (B-100) | WR | | | 0 |
| 209 | AFSC | 10/23/71 | IIIB/AGENA D (24B-2) | WR | | | 1 |
| 210 | SV-DOD | 11/02/71 | IIIC-21/Trans. | ER | | | 1 |
| 211 | AFSC | 01/20/72 | IIID (23D-2) | WR | | | 1 |
| 212 | AFSC | 02/16/72 | IIIB/AGENA D (33B-2) | WR | 4 | 3 | 1 |
| 213 | SV-DOD | 03/01/72 | IIIC-22/Trans. | ER | | | 1 |
| 214 | AFSC | 03/17/72 | IIIB/AGENA D (24B-3) | WR | | | 1 |

9/10/96  &nbsp
