| No. | Mission/ID | Launch Date | Vehicle Configuration | Test Range | Response Mode | Flight Phase | Rep. Conf. |
|---|---|---|---|---|---|---|---|
| 42 | WS | 06/11/59 | ABLE II (137) | ER | | | 0 |
| 43 | WS | 06/25/59 | 198 | ER | | | 0 |
| 44 | WS | 06/29/59 | 194 | ER | NA | 1.5 | 0 |
| 45 | WS | 07/21/59 | 203 | ER | 3 | 1 | 0 |
| 46 | WS | 07/24/59 | 202 | ER | | | 0 |
| 47 | WS | 08/05/59 | 208 | ER | | | 0 |
| 48 | EXPLORER 6 | 08/07/59 | ABLE III (134) | ER | | | 0 |
| 49 | WS | 08/14/59 | 204 | ER | | | 0 |
| 50 | WS | 08/27/59 | 216 | ER | | | 0 |
| 51 | WS | 09/12/59 | 217 | ER | | | 0 |
| 52 | TRANSIT 1A | 09/17/59 | ABLE (136) | ER | 4 | 2.5 | 0 |
| 53 | WS | 09/22/59 | 222 | ER | | | 0 |
| 54 | WS | 10/06/59 | 235 | ER | | | 0 |
| 55 | WS | 10/13/59 | 221 | ER | | | 0 |
| 56 | WS | 10/28/59 | 230 | ER | | | 0 |
| 57 | WS | 11/03/59 | 238 | ER | | | 0 |
| 58 | WS | 11/19/59 | 244 | ER | | | 0 |
| 59 | WS | 12/01/59 | 254 | ER | 4T | 1 | 0 |
| 60 | WS | 12/17/59 | 255 | ER | | | 0 |
| 61 | WS | 01/14/60 | 256 | ER | | | 0 |
| 62 | WS | 02/09/60 | 259 | ER | | | 0 |
| 63 | WS | 02/29/60 | 263 | ER | | | 0 |
| 64 | PIONEER-5 | 03/11/60 | ABLE (219) | ER | | | 0 |
| 65 | TIROS I | 04/01/60 | ABLE (148) | ER | | | 0 |
| 66 | TRANSIT-1B | 04/13/60 | ABLE-STAR (257) | ER | NA | 1 & 5 | 0 |
| 67 | TRANSIT-2A | 06/22/60 | ABLE-STAR (281) | ER | NA | 2 & 5 | 0 |
| 68 | COURIER-1A | 08/18/60 | ABLE-STAR (262) | ER | 4T | 1 | 0 |
| 69 | COURIER-1B | 10/04/60 | ABLE-STAR (293) | ER | | | 0 |
| 70 | TRANSIT-3A | 11/30/60 | ABLE-STAR (283) | ER | 4 | 1 | 0 |
| 71 | TRANSIT-3B | 02/21/61 | ABLE-STAR (313) | ER | NA | 4 & 5 | 0 |
| 72 | TRANSIT-4A | 06/28/61 | ABLE-STAR (315) | ER | | | 0 |
| 73 | TRANSIT-4B | 11/15/61 | ABLE-STAR (305) | ER | | | 0 |
| 74 | BIG SHOT-1 (sub-orb.) | 01/15/62 | 337 | ER | | | 0 |
| 75 | COMPOSITE-1 | 01/24/62 | ABLE-STAR (311) | ER | 5 | 2 | 0 |
| 76 | WS | 05/02/62 | 177 | ER | | | 0 |
| 77 | ANNA-1A | 05/10/62 | ABLE-STAR (314) | ER | 4 | 2 | 0 |
| 78 | BIG SHOT-II (sub-orb.) | 07/18/62 | 338 | ER | | | 0 |
| 79 | ANNA-1B | 10/31/62 | ABLE-STAR (319) | ER | | | 0 |
| 80 | ASSET ASV-1 | 09/18/63 | 232 | ER | | | 0 |
| 81 | ASSET ASV-2 | 03/24/64 | 240 | ER | 4 | 2 | 0 |
| 82 | ASSET ASV-3 | 07/22/64 | 250 | ER | | | 0 |
| 83 | ASSET AEV-1 | 10/27/64 | 260 | ER | | | 0 |
| 84 | ASSET AEV-2 | 12/08/64 | SLV II (247) | ER | | | 0 |
| 85 | ASSET ASV-4 | 02/23/65 | 248 | ER | | | 0 |

9/10/96 166 RTI
