| No. | Mission/ID | Launch Date | Vehicle Configuration | Test Range | Response Mode | Flight Phase | Rep. Conf. |
|---|---|---|---|---|---|---|---|
| 354 | ABRES (AFSC) | 03/06/68 | 74E | WR | | | 0 |
| 355 | AFSC | 04/06/68 | 107F/ABRES | WR | | | 0 |
| 356 | ABRES (AFSC) | 04/18/68 | 77E | WR | | | 0 |
| 357 | ABRES (AFSC) | 04/27/68 | 78E | WR | | | 0 |
| 358 | ABRES (AFSC) | 05/03/68 | 95F | WR | 5 | 1 | 0 |
| 359 | ABRES (AFSC) | 06/01/68 | 89F | WR | | | 0 |
| 360 | ABRES (AFSC) | 06/22/68 | 86F | WR | | | 0 |
| 361 | ABRES (AFSC) | 06/29/68 | 32F | WR | | | 0 |
| 362 | AFSC | 07/11/68 | 75F/ABRES | WR | | | 0 |
| 363 | DOD (AA-27) | 08/06/68 | SLV-3A/AGENA D | ER | | | 1 |
| 364 | ATS-D (AC-17) | 08/10/68 | 5104C, SLV-3C/CENTAUR D | ER | NA | 4 | 1 |
| 365 | AFSC | 08/16/68 | 7004, SLV-3/BURNER II | WR | 4 | 3 | 1 |
| 366 | ABRES (AFSC) | 09/25/68 | 99F | WR | | | 0 |
| 367 | ABRES (AFSC) | 09/27/68 | 84F | WR | | | 0 |
| 368 | ABRES (AFSC) | 11/16/68 | 56F | WR | 4T | 2.5 | 0 |
| 369 | ABRES (AFSC) | 11/24/68 | 60F | WR | | | 0 |
| 370 | OAO-A2 (AC-16) | 12/07/68 | 5002C, SLV-3C/CENTAUR D | ER | | | 1 |
| 371 | ABRES (AFSC) | 01/16/69 | 70F | WR | | | 0 |
| 372 | MARINER 6 (MARS) (AC-20) | 02/24/69 | 5403C, SLV-3C/CENTAUR D | ER | NA | 1 | 1 |
| 373 | AFSC | 03/17/69 | 104F/ABRES | WR | | | 0 |
| 374 | MARINER 7 (MARS) (AC-19) | 03/27/69 | 5105C, SLV-3C/CENTAUR D | ER | | | 1 |
| 375 | DOD (AA-28) | 04/12/69 | SLV-3A/AGENA D | ER | | | 1 |
| 376 | ATS-E (AC-18) | 08/12/69 | 5402C, SLV-3C/CENTAUR D | ER | | | 1 |
| 377 | ABRES (AFSC) | 08/20/69 | 112F | WR | | | 0 |
| 378 | ABRES (AFSC) | 09/16/69 | 100F | WR | | | 0 |
| 379 | ABRES (AFSC) | 10/10/69 | 98F | WR | 4 | 1 | 0 |
| 380 | ABRES (AFSC) | 12/03/69 | 44F | WR | | | 0 |
| 381 | ABRES (AFSC) | 12/12/69 | 93F | WR | | | 0 |
| 382 | ABRES (AFSC) | 02/08/70 | 96F | WR | | | 0 |
| 383 | ABRES (AFSC) | 03/13/70 | 28F | WR | | | 0 |
| 384 | ABRES (AFSC) | 05/30/70 | 91F | WR | | | 0 |
| 385 | ABRES (AFSC) | 06/09/70 | 92F | WR | | | 0 |
| 386 | DOD (AA-29) | 06/19/70 | SLV-3A/AGENA D | ER | | | 1 |
| 387 | DOD (AA-30) | 08/31/70 | SLV-3A/AGENA D | ER | | | 1 |
| 388 | OAO-B (AC-21) | 11/30/70 | 5003C, SLV-3C/CENTAUR D | ER | 4 | 2 | 1 |
| 389 | ABRES (AFSC) | 12/22/70 | 105F | WR | | | 0 |
| 390 | INTELSAT IV F-2 (AC-25) | 01/25/71 | 5005C, SLV-3C/CENTAUR D | ER | | | 1 |
| 391 | ABRES (AFSC) | 04/05/71 | 85F | WR | | | 0 |
| 392 | MARINER 8 (MARS) (AC-24) | 05/08/71 | 5405C, SLV-3C/CENTAUR D | ER | 4T | 3 | 1 |
| 393 | MARINER 9 (MARS) (AC-23) | 05/30/71 | 5404C, SLV-3C/CENTAUR D | ER | | | 1 |
| 394 | ABRES (AFSC) | 06/29/71 | 103F | WR | | | 0 |
| 395 | AFSC | 08/06/71 | 76F | WR | | | 0 |
| 396 | ABRES (AFSC) | 09/01/71 | 74F | WR | | | 0 |
| 397 | DOD (AA-31) | 12/04/71 | SLV-3A/AGENA D | ER | 4 | 1 | 1 |
| 398 | INTELSAT IV F-3 (AC-26) | 12/19/71 | 5006C, SLV-3C/CENTAUR D | ER | | | 1 |
| 399 | INTELSAT IV F-4 (AC-28) | 01/22/72 | 5008C, SLV-3C/CENTAUR D | ER | | | 1 |

9/10/96  &nbsp
