| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 789. | 17 Apr 68 | N/A | 5105 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 13 | AFSC | 409 |
| 790. | 18 Apr 68 | N/A | 3214 | ABRES A-1 | ATLAS E | ABRES | 15 | AFSC | 410 |
| 791. | 23 Apr 68 | GLASS POLE | 5811 | LF-06 | MINUTEMAN B | ST | 129 | SAC | 292 |
| 792. | 27 Apr 68 | N/A | 5886 | ABRES A-3 | ATLAS E | ABRES | 16 | AFSC | 411 |
| 793. | 30 Apr 68 | GIANT BLADE 1 | 5857 | LF-22 | MINUTEMAN F | DASO | 33 | SAC | 293 |
| 794. | 1 May 68 | N/A | 1419 | SLC-3W | THOR/AGENA D | SPACE | 11 | AFSC | 412 |
| 795. | 3 May 68 | N/A | 4266 | ABRES A-2 | ATLAS F | ABRES | 31 | AFSC | 413 |
| 796. | 16 May 68 | N/A | 1631 | SLC-5 | SCOUT | SPACE | 33 | AFSC | 414 |
| 797. | 18 May 68 | N/A | 7716 | SLC-2E | THOR/AGENA D | SPACE | 12 | AFSC | 415 |
| 798. | 22 May 68 | OLYMPIC TRIALS B-3 | 3454 | LF-03 | MINUTEMAN B | ST | 130 | SAC | 294 |
| 799. | 22 May 68 | N/A | 2909 | BOM-1 | BOMARC A | TARGET | 10 | NAVY | 29 |
| 800. | 22 May 68 | N/A | 7869 | SLC-10W | THOR/BURNER II | SPACE | 6 | ADC | 4 |
| 801. | 23 May 68 | OLD FAITHFUL | 5933 | LF-06 | MINUTEMAN B | ST | 131 | SAC | 295 |
| 802. | 1 Jun 68 | N/A | 7686 | ABRES A-2 | ATLAS F | ABRES | 32 | AFSC | 416 |
| 803. | 5 Jun 68 | N/A | 5138 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 14 | AFSC | 417 |
| 804. | 12 Jun 68 | GLORY TRIP 08T | 8172 | 395-C | TITAN II | FOT | 45 | SAC | 296 |
| 805. | 20 Jun 68 | N/A | 5343 | SLC-1E | THOR/AGENA D | SPACE | 13 | AFSC | 418 |
| 806. | 22 Jun 68 | N/A | 5261 | ABRES A-3 | ATLAS F | ABRES | 33 | AFSC | 419 |
| 807. | 27 Jun 68 | N/A | 6396 | BOM-1 | BOMARC A | TARGET | 11 | NAVY | 30 |
| 808. | 29 Jun 68 | N/A | 0443 | ABRES A-1 | ATLAS F | ABRES | 34 | AFSC | 420 |

PAGE 41
