| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1468. | 17 Nov 80 | N/A | 3647 | BOM-1 | BOMARC B | TARGET | 28 | NAVY | 104 |
| 1469. | 8 Dec 80 | N/A | 3255 | SLC-3W | ATLAS E | SPACE | 17 | AFSC | 703 |
| 1470. | 13 Dec 80 | N/A | 3844 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 59 | AFSC | 704 |
| 1471. | 16 Dec 80 | ABRV-4 | 4555 | LF-06 | MINUTEMAN B | ABRES | 242 | AFSC | 705 |
| 1472. | 19 Dec 80 | N/A | 6363 | BOM-2 | BOMARC B | TARGET | 29 | NAVY | 105 |
| 1473. | 9 Feb 81 | GLORY TRIP 79GM | 2763 | LF-08 | MINUTEMAN G | OT PHASE II | 132 | SAC | 547 |
| 1474. | 9 Feb 81 | GLORY TRIP 80GM | 0855 | LF-09 | MINUTEMAN G | OT PHASE II | 133 | SAC | 548 |
| 1475. | 18 Feb 81 | IRS-1 | 8178 | LF-06 | MINUTEMAN B | ABRES | 243 | AFSC | 706 |
| 1476. | 21 Feb 81 | GLORY TRIP 81GB | 3697 | LF-26 | MINUTEMAN G | OT PHASE II | 134 | SAC | 549 |
| 1477. | 28 Feb 81 | N/A | 6485 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 60 | AFSC | 707 |
| 1478. | 15 Mar 81 | TDV-4 | 0511 | LF-03 | MINUTEMAN B | ABRES | 244 | AFSC | 708 |
| 1479. | 1 Apr 81 | GLORY TRIP 75GM-2 | 5544 | LF-04 | MINUTEMAN G | OT PHASE II | 135 | SAC | 550 |
| 1480. | 4 Apr 81 | MARK 500-PAS-1 | 1460 | LF-06 | MINUTEMAN B | ABRES | 245 | AFSC | 709 |
| 1481. | 24 Apr 81 | N/A | 9993 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 61 | AFSC | 710 |
| 1482. | 14 May 81 | NOVA I | 7280 | SLC-5 | SCOUT | SPACE | 55 | NASA | 47 |
| 1483. | 12 Jun 81 | GLORY TRIP 82GM | 4444 | LF-09 | MINUTEMAN G | OT PHASE II | 136 | SAC | 551 |
| 1484. | 23 Jun 81 | NOAA-C | 9060 | SLC-3W | ATLAS F | SPACE | 80 | AFSC | 711 |
| 1485. | 26 Jun 81 | GLORY TRIP 83GB | 9139 | LF-26 | MINUTEMAN G | OT PHASE II | 37 | SAC | 552 |
| 1486. | 3 Aug 81 | DYNAMIC EXPLORER | 3174 | SLC-2W | DELTA* | SPACE | 1 | NASA | 48 |

(•) Formerly THOR/DELTA

PAGE 75
