| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1288. | 20 Jun 75 | GLORY TRIP 31GM | 7173 | LF-09 | MINUTEMAN G | OT PHASE I | 73 | SAC | 480 |
| 1289. | 1 Jul 75 | PVM-11 | 5453 | LF-26 | MINUTEMAN G | PVM/R&D | 74 | AFSC | 621 |
| 1290. | 23 Jul 75 | N/A | 5895 | BOM-2 | BOMARC B | TARGET/R&D | 11 | NAVY | 87 |
| 1291. | 26 Jul 75 | STM-10W | 5184 | LF-02 | MINUTEMAN G | PAVE PEPPER | 75 | AFSC | 622 |
| 1292. | 7 Aug 75 | DG-2 | 5006 | 395-C | TITAN II | SOT | 56 | SAC | 481 |
| 1293. | 8 Aug 75 | COS-B | 5470 | SLC-2W | THOR/DELTA | SPACE | 28 | NASA | 38 |
| 1294. | 14 Aug 75 | GLORY TRIP 122M-1 | 3584 | LF-04 | MINUTEMAN F | OT PHASE II | 131 | SAC | 482 |
| 1295. | 14 Aug 75 | ESCAPE I | 2698 | PLC-C | PAIUTE TOMAHAWK | PROBE | 1 | AFSC/CRL | 623 |
| 1296. | 22 Aug 75 | SFT-103 | 6329 | LF-06 | MINUTEMAN B | TRIDENT/SFT | 218 | AFSC | 624 |
| 1297. | 29 Aug 75 | GLORY TRIP 49GM | 2371 | LF-08 | MINUTEMAN G | OT PHASE II | 76 | SAC | 483 |
| 1298. | 5 Sep 75 | GIANT MOON 7 | 7006 | LF-05 | MINUTEMAN F | ERCS/OT | 132 | SAC | 484 |
| 1299. | 10 Sep 75 | SFT-104 | 7023 | LF-06 | MINUTEMAN B | TRIDENT/SFT | 219 | AFSC | 625 |
| 1300. | 16 Sep 75 | GLORY TRIP 123M-1 | 2239 | LF-07 | MINUTEMAN F | OT PHASE II | 133 | SAC | 485 |
| 1301. | 23 Sep 75 | OSL | 2688 | LF-04 | MINUTEMAN F | OGDEN SPEC TEST | 134 | SAC | 486 |
| 1302. | 30 Sep 75 | SFT-05 | 1368 | LF-03 | MINUTEMAN B | TRIDENT/SFT | 220 | AFSC | 626 |
| 1303. | 6 Oct 75 | AE-D | 5377 | SLC-2W | THOR/DELTA | SPACE | 29 | NASA | 39 |
| 1304. | 9 Oct 75 | N/A | 5499 | SLC-4W | TITAN IIB/AGENA D | SPACE | 49 | AFSC | 627 |
| 1305. | 11 Oct 75 | TIP-II | 3664 | SLC-5 | SCOUT | SPACE | 48 | AFSC | 628 |
| 1306. | 13 Nov 75 | SFT-16 | 7217 | LF-03 | MINUTEMAN B | TRIDENT/SFT | 221 | AFSC | 629 |
| 1307. | 14 Nov 75 | GLORY TRIP 50GM | 6017 | LF-08 | MINUTEMAN G | OT PHASE II | 77 | SAC | 487 |

PAGE 66
