| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1108. | 17 Dec 71 | GLORY TRIP 10GM | 5954 | LF-04 | MINUTEMAN G | OT PHASE I | 32 | SAC | 427 |
| 1109. | 19 Jan 72 | N/A | 0668 | BOM-1 | BOMARC A | TARGET | 47 | NAVY | 66 |
| 1110. | 20 Jan 72 | N/A | 1737 | SLC-4E | TITAN IIID | SPACE | 2 | AFSC | 539 |
| 1111. | 26 Jan 72 | GLORY TRIP 11GM | 7262 | LF-02 | MINUTEMAN G | OT PHASE I | 33 | SAC | 428 |
| 1112. | 31 Jan 72 | N/A | 7851 | SLC-2E | THOR/DELTA | SPACE | 16 | NASA | 20 |
| 1113. | 4 Feb 72 | GLORY TRIP 12GM | 0403 | LF-05 | MINUTEMAN G | OT PHASE I | 34 | SAC | 429 |
| 1114. | 9 Feb 72 | GLORY TRIP 13GM | 6092 | LF-04 | MINUTEMAN G | OT PHASE I | 35 | SAC | 430 |
| 1115. | 16 Feb 72 | N/A | 1844 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 35 | AFSC | 540 |
| 1116. | 11 Mar 72 | N/A | 7867 | SLC-2E | THOR/DELTA | SPACE | 17 | NASA | 21 |
| 1117. | 16 Mar 72 | M2-7 | 3497 | LF-06 | MINUTEMAN B | SAFEGUARD | 191 | AFSC | 541 |
| 1118. | 17 Mar 72 | N/A | 1678 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 36 | AFSC | 542 |
| 1119. | 21 Mar 72 | GLORY TRIP 200L | 3673 | LF-05 | MINUTEMAN F | ERCS/OT PHASE I | 108 | SAC | 431 |
| 1120. | 24 Mar 72 | N/A | 5058 | SLC-10W | THOR/BURNER IIA | SPACE | 2 | ADC | 12 |
| 1121. | 13 Apr 72 | GLORY TRIP 88M | 6671 | LF-05 | MINUTEMAN F | OT PHASE I | 109 | SAC | 432 |
| 1122. | 14 Apr 72 | N/A | 6259 | BOM-1 | BOMARC A | TARGET | 48 | NAVY | 67 |
| 1123. | 19 Apr 72 | N/A | 5640 | SLC-3W | THORAD/AGENA D | SPACE | 42 | AFSC | 543 |
| 1124. | 21 Apr 72 | N/A | 0866 | BOM-2 | BOMARC A | TARGET | 49 | NAVY | 68 |
| 1125. | 5 May 72 | M2-11 | 8268 | LF-06 | MINUTEMAN B | SAFEGUARD | 192 | AFSC | 544 |
| 1126. | 12 May 72 | GLORY TRIP 106M | 1706 | LF-05 | MINUTEMAN F | OT PHASE II | 110 | SAC | 433 |
| 1127. | 20 May 72 | N/A | 6574 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 37 | AFSC | 545 |

PAGE 57
