| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1448. | 6 Feb 80 | N/A | 6167 | SLC-4E | TITAN IIID | SPACE | 18 | AFSC | 692 |
| 1449. | 9 Feb 80 | NAVSTAR V | 8240 | SLC-3E | ATLAS F | SPACE | 76 | AFSC | 693 |
| 1450. | 21 Feb 80 | GLORY TRIP 72GB | 4190 | LF-26 | MINUTEMAN G | OT PHASE II | 125 | SAC | 539 |
| 1451. | 23 Feb 80 | GLORY TRIP 140M | 3355 | LF-04 | MINUTEMAN F | OT PHASE II | 152 | SAC | 540 |
| 1452. | 27 Feb 80 | GLORY TRIP 73GM | 2410 | LF-08 | MINUTEMAN G | OT PHASE II | 126 | SAC | 541 |
| 1453. | 3 Mar 80 | N/A | 0408 | SLC-3W | ATLAS F | SPACE | 77 | AFSC | 694 |
| 1454. | 15 Mar 80 | ABRV-3 | 0310 | LF-06 | MINUTEMAN B | ABRES | 238 | AFSC | 695 |
| 1455. | 27 Mar 80 | PVM-19 | 7434 | LF-21 | MINUTEMAN G | PVM/R&D | 127 | AFSC | 696 |
| 1456. | 10 Apr 80 | STREP-4 | 1406 | LF-03 | MINUTEMAN B | ABRES | 239 | AFSC | 697 |
| 1457. | 26 Apr 80 | NAVSTAR VI | 7633 | SLC-3E | ATLAS F | SPACE | 78 | AFSC | 698 |
| 1458. | 29 May 80 | NOAA-B | 4891 | SLC-3W | ATLAS F | SPACE | 79 | AFSC | 699 |
| 1459. | 18 Jun 80 | N/A | 6660 | SLC-4E | TITAN IIID | SPACE | 19 | AFSC | 700 |
| 1460. | 22 Jun 80 | GLORY TRIP 74GM | 3557 | LF-08 | MINUTEMAN G | OT PHASE II | 128 | SAC | 542 |
| 1461. | 14 Jul 80 | DMSP F-5 | 7383 | SLC-10W | THOR/BLOCK 5D-1 | SPACE | 5 | SAC | 543 |
| 1462. | 1 Aug 80 | N/A | 3164 | BOM-2 | BOMARC B | TARGET | 27 | NAVY | 103 |
| 1463. | 20 Aug 80 | GLORY TIRP 76GB | 6993 | LF-26 | MINUTEMAN G | OT PHASE II | 129 | SAC | 544 |
| 1464. | 15 Sep 80 | STREP-3 | 7187 | LF-06 | MINUTEMAN B | ABRES | 240 | AFSC | 701 |
| 1465. | 17 Sep 80 | GLORY TRIP 77GM | 3772 | LF-09 | MINUTEMAN G | OT PHASE II | 130 | SAC | 545 |
| 1466. | 24 Sep 80 | GLORY TRIP 78GM | 4320 | LF-08 | MINUTEMAN G | OT PHASE II | 131 | SAC | 546 |
| 1467. | 8 Oct 80 | AMARV-2 | 4959 | LF-03 | MINUTEMAN B | ABRES | 241 | AFSC | 702 |

PAGE 74
