| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 39. | 15 Apr 60 | RAM HORN | 1029 | 75-3-5 | THOR/AGENA A | SPACE | 11 | AFSC | 12 |
| 40. | 22 Apr 60 | QUICK START | 1031 | 576 B-2 | ATLAS D | ORT | 3 | SAC | 3 |
| 41. | 29 Apr 60 | N/A | • | PALC-B | NIKE/VIPER I | SPACE PROBE | 2 | AEC | 2 |
| 42. | 6 May 60 | LUCKY DRAGON | 1032 | 576 B-1 | ATLAS D | ORT | 4 | SAC | 4 |
| 43. | 22 Jun 60 | CLAN CHATTAN | 1034 | 75-2-7 | THOR | CTL | 14 | RAF | 13 |
| 44. | 27 Jun 60 | N/A | • | PALC-B | NIKE/VIPER I | SPACE PROBE | 3 | AEC | 3 |
| 45. | 29 Jun 60 | RED GARTER | 1030 | 75-3-4 | THOR/AGENA A | SPACE | 12 | AFSC | 13 |
| 46. | 1 Jul 60 | N/A | 0045 | PALC-B | DEACON/ARROW II | SPACE PROBE | 1 | AEC | 4 |
| 47. | 8 Jul 60 | N/A | 0023 | PALC-B | DEACON/ARROW II | SPACE PROBE | 2 | AEC | 5 |
| 48. | 14 Jul 60 | N/A | 0001 | PALC-B | DEACON/ARROW II | SPACE PROBE | 3 | AEC | 6 |
| 49. | 20 Jul 60 | N/A | 0004 | PALC-B | NIKE/CAJUN | SPACE PROBE | 1 | AEC | 7 |
| 50. | 22 Jul 60 | TIGER SKIN | 1033 | 576 B-1 | ATLAS D | ORT | 5 | SAC | 5 |
| [illegible] | 10 Aug 60 | FOGGY BOTTOM | 1035 | 75-3-5 | THOR/AGENA A | SPACE | 13 | AFSC | 14 |
| 52. | 12 Aug 60 | N/A | 0071 | PALC-B | KIVA/HOPI | SPACE PROBE | 1 | CRL | 1 |
| 53. | 18 Aug 60 | LIMBER LEG | 1036 | 75-3-4 | THOR/AGENA A | SPACE | 14 | AFSC | 15 |
| 54. | 12 Sep 60 | GOLDEN JOURNEY | 1037 | 576 B-3 | ATLAS D | DASO | 6 | SAC | 6 |
| 55. | 13 Sep 60 | COFFEE CALL | 1038 | 75-3-5 | THOR/AGENA A | SPACE | 15 | AFSC | 16 |
| 56. | 19 Sep 60 | N/A | * | PALC-A | SERGEANT/LANCEA | SPACE PROBE | 1 | NASA | 1 |
| 57. | 29 Sep 60 | HIGH ARROW | 1039 | 576 B-2 | ATLAS D | DASO | 7 | SAC | 7 |

(*) Data not available

                                                                                                    PAGE 3
