| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 889. | 21 Jun 69 | N/A | 6983 | SLC-2W | THOR/DELTA | SPACE | 11 | NASA | 15 |
| 890. | 30 Jun 69 | GLORY TRIP 38B | 2915 | LF-03 | MINUTEMAN B | FOT | 143 | SAC | 322 |
| 891. | 2 Jul 69 | OLYMPIC TRIALS B-9 | 4992 | LF-09 | MINUTEMAN B | ST | 144 | SAC | 323 |
| 892. | 3 Jul 69 | N/A | 7953 | BOM-1 | BOMARC A | TARGET | 23 | NAVY | 42 |
| 893. | 8 Jul 69 | GLORY TRIP 14F | 3470 | LF-25 | MINUTEMAN F | OT | 54 | SAC | 324 |
| 894. | 12 Jul 69 | N/A | 8071 | BOM-2 | BOMARC A | TARGET | 24 | NAVY | 43 |
| 895. | 15 Jul 69 | GLORY TRIP 12F | 7427 | LF-22 | MINUTEMAN F | OT | 55 | SAC | 325 |
| 896. | 15 Jul 69 | GLORY TRIP 13F | 0138 | LF-26 | MINUTEMAN F | OT | 56 | SAC | 326 |
| 897. | 22 Jul 69 | N/A | 1127 | SLC-10W | THOR/BURNER II | SPACE | 8 | ADC | 6 |
| 898. | 23 Jul 69 | GLORY TRIP 41B | 4261 | LF-07 | MINUTEMAN B | FOT | 145 | SAC | 327 |
| 899. | 23 Jul 69 | N/A | 3654 | SLC-3W | THORAD/AGENA D | SPACE | 24 | AFSC | 460 |
| 900. | 25 Jul 69 | N/A | 3937 | LF-08 | MINUTEMAN F | ST | 57 | AFSC | 461 |
| 901. | 31 Jul 69 | N/A | 8285 | SLC-1W | THORAD/AGENA D | SPACE | 25 | AFSC | 462 |
| 902. | 20 Aug 69 | N/A | 5359 | BMRS A-1 | ATLAS F | ABRES | 42 | AFSC | 463 |
| 903. | 21 Aug 69 | GLORY TRIP 17F | 5931 | LF-24 | MINUTEMAN F | OT | 58 | SAC | 328 |
| 904. | 23 Aug 69 | N/A | 7807 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 23 | AFSC | 464 |
| 905. | 24 Aug 69 | N/A | 7842 | BOM-1 | BOMARC A | TARGET | 25 | NAVY | 44 |
| 906. | 26 Aug 69 | GLORY TRIP 15F | 3227 | LF-22 | MINUTEMAN F | OT | 59 | SAC | 329 |
| 907. | 28 Aug 69 | GLORY TRIP 42B | 7998 | LF-03 | MINUTEMAN B | FOT | 146 | SAC | 330 |
| 908. | 2 Sep 69 | GLORY TRIP 20F | 7729 | LF-26 | MINUTEMAN F | OT | 60 | SAC | 331 |

PAGE 46
