| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 410. | 4 Nov 64 | HIGH RIDER | 5897 | 395-D | TITAN II | DASO | 15 | SAC | 127 |
| 411. | 4 Nov 64 | BLACK FROST | 5905 | LF-06 | MINUTEMAN A | OT | 36 | SAC | 128 |
| 412. | 5 Nov 64 | LONG SHOT | 6308 | LF-09 | MINUTEMAN B | OT | 35 | SAC | 129 |
| 413. | 6 Nov 64 | POP FLY | 6370 | LF-07 | MINUTEMAN B | OT | 36 | SAC | 130 |
| 414. | 6 Nov 64 | ORANGE CHUTE | 6317 | LF-02 | MINUTEMAN B | OT | 37 | SAC | 131 |
| 415. | 9 Nov 64 | QUICK JUMP | 5888 | LF-05 | MINUTEMAN A | OT | 37 | SAC | 132 |
| 416. | 18 Nov 64 | VERBAL VENTURE | 3660 | 75-1-1 | TAT/AGENA D | SPACE | 28 | AFSC | 213 |
| 417. | 21 Nov 64 | IMA BIRD | 6328 | PALC-D | SCOUT | SPACE | 15 | AFSC | 214 |
| 418. | 1 Dec 64 | BROOK TROUT | 6310 | 576 A-1 | ATLAS D | ABRES | 52 | SAC | 133 |
| 419. | 4 Dec 64 | OPERA GLASS | 6212 | 576 A-3 | ATLAS D | NIKE TARGET | 53 | SAC | 134 |
| 420. | 4 Dec 64 | BATTLE ROYAL | 4439 | PALC-2-4 | ATLAS/AGENA D | SPACE | 14 | AFSC | 215 |
| 421. | 8 Dec 64 | WEST WING I | 6589 | 395 A-1 | TITAN I | ST | 18 | SAC | 135 |
| 422. | 9 Dec 64 | NICKED BLADE | 6356 | LF-02 | MINUTEMAN B | OT | 38 | SAC | 136 |
| 423. | 9 Dec 64 | TOP RAIL | 6681 | LF-08 | MINUTEMAN B | OT | 39 | SAC | 137 |
| 424. | 12 Dec 64 | ASTRO ANNIE | 6582 | 75-1-2 | THOR/ABLE-STAR | SPACE | 5 | AFSC | 216 |
| 425. | 18 Dec 64 | ROSY FUTURE | 6772 | LF-07 | MINUTEMAN B | OT | 40 | SAC | 138 |
| 426. | 19 Dec 64 | UTILITY TOOL | 3358 | 75-3-4 | TAT/AGENA D | SPACE | 29 | AFSC | 217 |
| 427. | 21 Dec 64 | BARN OWL | 3762 | 75-1-1 | TAT/AGENA D | SPACE | 30 | AFSC | 218 |
| 428. | 21 Dec 64 | QUAKER TOWN | 6531 | PALC-A | SCOUT JR | SPACE PROBE | 11 | AFSC | 219 |
| 429. | 22 Dec 64 | STEP OVER | 6537 | 576-E | ATLAS F | ST | 12 | SAC | 139 |

PAGE 22
