| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 490. | 12 Jul 65 | WHITE PINE | 5810 | PALC-2-4 | ATLAS/AGENDA D | SPACE | 21 | AFSC | 242 |
| 491. | 16 Jul 65 | LOST NOVEMBER | 8411 | 75-1-2 | TAT/AGENDA D | SPACE | 37 | AFSC | 243 |
| 492. | 19 Jul 65 | ROCKY RIVER | 5543 | PALC-1-1 | TAT/AGENDA D | SPACE | 38 | AFSC | 244 |
| 493. | 21 Jul 65 | LONG BALL | 7820 | 395-B | TITAN II | OT | 22 | SAC | 178 |
| 494. | 3 Aug 65 | WATER TOWER | 5698 | PALC-2-4 | ATLAS/AGENDA D | SPACE | 22 | AFSC | 245 |
| 495. | 4 Aug 65 | PIANO WIRE | 7611 | ABRES B-1 | ATLAS D | ABRES | 66 | AFSC | 246 |
| 496. | 5 Aug 65 | SEA TRAMP | 7650 | ABRES A-2 | ATLAS F | ABRES | 14 | AFSC | 247 |
| 497. | 13 Aug 65 | BEAUTY SHOP | 8464 | 75-1-1 | THOR/ABLE-STAR | SPACE | 8 | AFSC | 248 |
| 498. | 16 Aug 65 | MAGIC LAMP | 7806 | 395-C | TITAN II | OT | 23 | SAC | 179 |
| 499. | 17 Aug 65 | LIGHTS OUT | 7208 | PALC-1-1 | TAT/AGENDA D | SPACE | 39 | AFSC | 249 |
| 500. | 18 Aug 65 | REBEL RANGER | 8338 | LF-21 | MINUTEMAN F | R&D | 1 | AFSC | 250 |
| 501. | 24 Aug 65 | SHUTTLE TRAIN | 0264 | LF-06 | MINUTEMAN A | FOT | 38 | SAC | 180 |
| 502. | 25 Aug 65 | PILOT ROCK | 8362 | LF-04 | MINUTEMAN A | FOT | 39 | SAC | 181 |
| 503. | 25 Aug 65 | NEW ROLE | 7835 | 395-D | TITAN II | OT | 24 | SAC | 182 |
| 504. | 26 Aug 65 | TONTO RIM | 7963 | ABRES B-2 | ATLAS D | ABRES | 67 | AFSC | 251 |
| 505. | 2 Sep 65 | WORD SCRAMBLE | 3373 | 75-3-5 | THOR/AGENDA D | SPACE | 21 | AFSC | 252 |
| 506. | 9 Sep 65 | VICTORIA CROSS | 8068 | 4300 B-6 | THOR/ALTAIR | SPACE | 4 | SAC | 183 |
| 507. | 21 Sep 65 | BOLD GUY | 7859 | 395-B | TITAN II | OT | 25 | SAC | 184 |
| 508. | 22 Sep 65 | NICKLE SILVER | 7221 | PALC-1-1 | TAT/AGENDA D | SPACE | 40 | AFSC | 253 |
| 509. | 29 Sep 65 | WATER SNAKE | 7661 | ABRES B-1 | ATLAS D | ABRES | 68 | AFSC | 254 |

PAGE 26
