| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 153. | 13 Jul 62 | EXTRA BONUS | 9202 | OSTF-1 | ATLAS E | R&D | 3 | AFSC | 74 |
| 154. | 18 Jul 62 | ARMORED CAR | 6201 | PALC-1-1 | ATLAS/AGENA B | SPACE | 10 | AFSC | 75 |
| 155. | 19 Jul 62 | FIRST TRY | 7202 | 576 B-1 | ATLAS D | DASO | 24 | SAC | 21 |
| 156. | 20 Jul 62 | ADOBE HOME | 2201 | 75-3-5 | THOR/AGENA B | SPACE | 32 | AFSC | 76 |
| 157. | 24 Jul 62 | N/A | 1201 | PALC-A | SCOUT JR | SPACE PROBE | 3 | AFSC | 77 |
| 158. | 27 Jul 62 | ANCHOR ROPE | 8201 | 75-3-4 | THOR/AGENA B | SPACE | 33 | AFSC | 78 |
| 159. | 1 Aug 62 | HIS NIBS | 3202 | 576-E | ATLAS F | R&D | 1 | AFSC | 79 |
| 160. | 1 Aug 62 | APPLE GREEN | 7201 | 75-1-1 | THOR/AGENA D | SPACE | 2 | AFSC | 80 |
| 161. | 5 Aug 62 | AIR SCOUT | 7201 | PALC-1-1 | ATLAS/AGENA B | SPACE | 11 | AFSC | 81 |
| 162. | 5 Aug 62 | N/A | • | PALC-B | KIVA/HOPI | SPACE PROBE | 8 | CRL | 10 |
| 163. | 9 Aug 62 | PEG BOARD | 9201 | 576 B-3 | ATLAS D | DASO | 25 | SAC | 22 |
| 164. | 9 Aug 62 | PEG BOARD II | 9202 | 576 B-2 | ATLAS D | DASO | 26 | SAC | 23 |
| 165. | 10 Aug 62 | CRASH TRUCK | 1201 | OSTF-2 | ATLAS F | R&D | 2 | AFSC | 82 |
| 166. | 23 Aug 62 | BLUE SCOUT III | 2201 | PALC-D | SCOUT | SPACE | 3 | AFSC | 83 |
| 167. | 28 Aug 62 | APPLE RIND | 5201 | 75-1-2 | THOR/AGENA D | SPACE | 3 | AFSC | 84 |
| 168. | 1 Sep 62 | BEADY EYE | 8201 | 75-3-5 | THOR/AGENA B | SPACE | 34 | AFSC | 85 |
| 169. | 17 Sep 62 | BIG FLIGHT | 3201 | 75-3-4 | THOR/AGENA B | SPACE | 35 | AFSC | 86 |
| 170. | 28 Sep 62 | AIR CRUSADE | 5201 | 394 A-3 | MINUTEMAN A | R&D | 1 | AFSC | 87 |
| 171. | 28 Sep 62 | BIG GAME | 8201 | 75-1-1 | THOR/AGENA B | SPACE | 36 | AFSC | 88 |

(*) Data not available

PAGE 9
