| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1348. | 28 Oct 76 | N/A | 0388 | BOM-1 | BOMARC B | TARGET | 17 | NAVY | 93 |
| 1349. | 28 Oct 76 | N/A | 4340 | BOM-2 | BOMARC B | TARGET | 18 | NAVY | 94 |
| 1350. | 5 Nov 76 | GLORY TRIP 55GM | 6995 | LF-08 | MINUTEMAN G | OT PHASE II | 86 | SAC | 502 |
| 1351. | 8 Nov 76 | GLORY TRIP 56GB | 1160 | LF-26 | MINUTEMAN G | OT PHASE II | 87 | SAC | 503 |
| 1352. | 12 Nov 76 | STM-12W | 5649 | LF-21 | MINUTEMAN G | STM/R&D | 88 | AFSC | 647 |
| 1353. | 30 Nov 76 | GLORY TRIP 32GM-1 | 8741 | LF-09 | MINUTEMAN G | OT PHASE I | 89 | SAC | 504 |
| 1354. | 19 Dec 76 | N/A | 5705 | SLC-4E | TITAN IIID | SPACE | 13 | AFSC | 648 |
| 1355. | 21 Jan 77 | GLORY TRIP 53GM-1 | 3445 | LF-08 | MINUTEMAN G | OT PHASE II | 90 | SAC | 505 |
| 1356. | 30 Jan 77 | STM-13W | 0565 | LF-21 | MINUTEMAN G | STM/R&D | 91 | AFSC | 649 |
| 1357. | 1 Feb 77 | GLORY TRIP 132M | 7269 | LF-07 | MINUTEMAN F | OT PHASE II | 142 | SAC | 506 |
| 1358. | 4 Feb 77 | N/A | 1636 | BOM-2 | BOMARC B | TARGET | 19 | NAVY | 95 |
| 1359. | 16 Feb 77 | GLORY TRIP 27GM-2 | 2065 | LF-09 | MINUTEMAN G | OT PHASE I | 92 | SAC | 507 |
| 1360. | 2 Mar 77 | GLORY TRIP 57GB | 2404 | LF-26 | MINUTEMAN G | OT PHASE II | 93 | SAC | 508 |
| 1361. | 13 Mar 77 | N/A | 4915 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 54 | AFSC | 650 |
| 1362. | 31 Mar 77 | N/A | 5605 | BOM-2 | BOMARC B | TARGET | 20 | NAVY | 96 |
| 1363. | 11 May 77 | N/A | 1399 | BOM-1 | BOMARC B | TARGET | 21 | NAVY | 97 |
| 1364. | 18 May 77 | TDV-1 | 2333 | LF-06 | MINUTEMAN B | ABRES | 225 | AFSC | 651 |
| 1365. | 28 May 77 | GLORY TRIP 58GB | 5165 | LF-26 | MINUTEMAN G | OT PHASE II | 94 | SAC | 509 |
| 1366. | 1 Jun 77 | GLORY TRIP 34GM-1 | 5990 | LF-09 | MINUTEMAN G | OT PHASE I | 95 | SAC | 510 |
| 1367. | 4 Jun 77 | DMSP F-2 | 5644 | SLC-10W | THOR/BLOCK 5D-1 | SPACE | 2 | ADC | 20 |

PAGE 69
