| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 115. | 22 Dec 61 | OCEAN WAY | 6201 | PALC-1-2 | ATLAS/AGENA B | SPACE | 5 | AFSC | 51 |
| 116. | 13 Jan 62 | CANDY WRAPPER | 3201 | 75-3-4 | THOR/AGENA B | SPACE | 22 | AFSC | 52 |
| 117. | 17 Jan 62 | BLUE FIN | 7201 | 576 B-2 | ATLAS D | DASO | 14 | SAC | 11 |
| 118. | 20 Jan 62 | DOUBLE MARTINI | 1074 | 395 A-3 | TITAN I | DEMONSTRATION | 3 | AFSC | 53 |
| 119. | 23 Jan 62 | BLUE MOSS | 1200 | 576 B-3 | ATLAS D | DASO | 15 | SAC | 12 |
| 120. | 16 Feb 62 | BIG JOHN | 1201 | 576 B-2 | ATLAS D | DASO | 16 | SAC | 13 |
| 121. | 21 Feb 62 | CHAIN SMOKE | 0201 | 576 B-3 | ATLAS D | DASO | 17 | SAC | 14 |
| 122. | 21 Feb 62 | CABLE SPLICE | 8201 | 75-3-5 | THOR/AGENA B | SPACE | 23 | AFSC | 54 |
| 123. | 23 Feb 62 | BLUE GANDER | 0202 | 395 A-1 | TITAN I | R&D | 4 | AFSC | 55 |
| 124. | 27 Feb 62 | CAREER GIRL | 7201 | 75-3-4 | THOR/AGENA B | SPACE | 24 | AFSC | 56 |
| 125. | 28 Feb 62 | SILVER SPUR | 5201 | OSTF-1 | ATLAS E | R&D | 2 | AFSC | 57 |
| 126. | 7 Mar 62 | LOOSE TOOTH | 1410 | PALC-1-2 | ATLAS/AGENA B | SPACE | 6 | AFSC | 58 |
| 127. | 14 Mar 62 | N/A | • | PALC-B | TERRIER/ASP IV | SPACE PROBE | 1 | NAVY | 13 |
| 128. | 19 Mar 62 | BLACK KNIFE | 8201 | LE-7 | THOR | CTL | 21 | RAF | 20 |
| 129. | 23 Mar 62 | CURRY COMB I | 7201 | 576 B-2 | ATLAS D | DASO | 18 | SAC | 15 |
| 130. | 9 Apr 62 | NIGHT HUNT | 1201 | PALC-1-2 | ATLAS/AGENA B | SPACE | 7 | AFSC | 59 |
| 131. | 11 Apr 62 | CURRY COMB II | 7202 | 576 B-2 | ATLAS D | DASO | 19 | SAC | 16 |
| 132. | 17 Apr 62 | LONG SLICE | 7201 | 75-3-5 | THOR/AGENA B | SPACE | 25 | AFSC | 60 |
| 133. | 26 Apr 62 | DAINTY DOLL | 8202 | PALC-1-1 | ATLAS/AGENA B | SPACE | 8 | AFSC | 61 |

(*) Data not available

PAGE 7
