| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1547. | 17 Apr 84 | N/A | 2188 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 65 | AFSC | 739 |
| 1548. | 10 Jun 84 | STREP-13 | 2401 | LF-03 | MINUTEMAN B | RSLP | 254 | AFSC | 740 |
| 1549. | 13 Jun 84 | NAVSTAR 9 | 7887 | SLC-3W | ATLAS E | SPACE | 23 | AFSC | 741 |
| 1550. | 15 Jun 84 | FTM-5 | 8708 | TP-01 | PEACEKEEPER | DT&E PHASE I | 5 | AFSC | 742 |
| 1551. | 25. Jun 84 | N/A | 1714 | SLC-4E | TITAN 34D | SPACE | 2 | AFSC | 743 |
| 1552. | 28 Aug 84 | N/A | 8685 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 66 | AFSC | 744 |
| 1553. | 8 Sep 84 | NAVSTAR 10 | 0307 | SLC-3W | ATLAS E | SPACE | 24 | AFSC | 745 |
| 1554. | 13 Sep 84 | GLORY TRIP 103GM | 8106 | LF-09 | MINUTEMAN G | OT PHASE II | 157 | SAC | 578 |
| 1555. | 19 Sep 84 | GLORY TRIP 104GB | 4612 | LF-26 | MINUTEMAN G | OT PHASE II | 158 | SAC | 579 |
| 1556. | 1 Oct 84 | FTM-6 | 3216 | TP-01 | PEACEKEEPER | DT&E PHASE II | 6 | AFSC | 746 |
| 1557. | 4 Oct 84 | GLORY TRIP 105GM | 0991 | LF-04 | MINUTEMAN G | OT PHASE II | 159 | SAC | 580 |
| 1558. | 11 Oct 84 | NOVA III | 8383 | SLC-5 | SCOUT | SPACE | 57 | NASA | 55 |
| 1559. | 18 Oct 84 | IPA-1 | 4660 | LF-03 | MINUTEMAN B | RSLP | 255 | AFSC | 747 |
| 1560. | 4 Dec 84 | N/A | 8252 | SLC-4E | TITAN 34D | SPACE | 3 | AFSC | 748 |
| 1561. | 12 Dec 84 | NOAA-F | 2158 | SLC-3W | ATLAS E | SPACE | 25 | AFSC | 749 |
| 1562. | 1 Feb 85 | FTM-7 | 0626 | TP-01 | PEACEKEEPER | DT&E PHASE II | 7 | AFSC | 750 |
| 1563. | 6 Feb 85 | GLORY TRIP 106GM | 5831 | LF-04 | MINUTEMAN G | OT PHASE II | 160 | SAC | 581 |
| 1564. | 7 Feb 85 | N/A | 7032 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 67 | AFSC | 751 |
| 1565. | 20 Feb 85 | GLORY TRIP 107GB | 6105 | LF-26 | MINUTEMAN G | OT PHASE II | 161 | SAC | 582 |
| 1566. | 12 Mar 85 | GEOSAT-A | 4975 | SLC-3W | ATLAS E | SPACE | 26 | AFSC | 752 |

PAGE 79
