| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1388. | 8 Feb 78 | GLORY TRIP 62GB | 8630 | LF-26 | MINUTEMAN G | OT PHASE II | 104 | SAC | 517 |
| 1389. | 15 Feb 78 | GLORY TRIP 61GM | 5630 | LF-08 | MINUTEMAN G | OT PHASE II | 105 | SAC | 518 |
| 1390. | 22 Feb 78 | NDS-1 | 8770 | SLC-3E | ATLAS F | SPACE | 69 | AFSC | 662 |
| 1391. | 24 Feb 78 | N/A | 6031 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 56 | AFSC | 663 |
| 1392. | 2 Mar 78 | GLORY TRIP 37GM | 6452 | LF-09 | MINUTEMAN G | OT PHASE I | 106 | SAC | 519 |
| 1393. | 5 Mar 78 | LANDSAT-C | 7055 | SLC-2W | THOR/DELTA | SPACE | 32 | NASA | 43 |
| 1394. | 16 Mar 78 | N/A | 0460 | SLC-4E | TITAN IIID | SPACE | 15 | AFSC | 664 |
| 1395. | 24 Mar 78 | N/A | 8270 | BOM-2 | BOMARC B | TARGET | 25 | NAVY | 101 |
| 1396. | 5 Apr 78 | TREP-1 | 5085 | LF-06 | MINUTEMAN B | ABRES | 228 | AFSC | 665 |
| 1397. | 26 Apr 78 | HCMM | 2161 | SLC-5 | SCOUT | SPACE | 53 | NASA | 44 |
| 1398. | 30 Apr 78 | DMSP F-3 | 6182 | SLC-10W | THOR/BLOCK 5D-1 | SPACE | 3 | ADC | 21 |
| 1399. | 13 May 78 | NDS-2 | 1860 | SLC-3E | ATLAS F | SPACE | 70 | AFSC | 666 |
| 1400. | 2 Jun 78 | GLORY TRIP 136M | 5938 | LF-04 | MINUTEMAN F | OT PHASE II | 145 | SAC | 520 |
| 1401. | 8 Jun 78 | GLORY TRIP 63GB | 7933 | LF-26 | MINUTEMAN G | OT PHASE II | 107 | SAC | 521 |
| 1402. | 14 Jun 78 | N/A | 4515 | SLC-4E | TITAN IIID | SPACE | 16 | AFSC | 667 |
| 1403. | 16 Jun 78 | ANT-3 | 6788 | LF-03 | MINUTEMAN B | ABRES | 229 | AFSC | 668 |
| 1404. | 22 Jun 78 | STM-16W | 6085 | LF-21 | MINUTEMAN G | STM/R&D | 108 | AFSC | 669 |
| 1405. | 26 Jun 78 | SEASAT A | 4952 | SLC-3W | ATLAS/AGENA D | SPACE | 43 | AFSC | 670 |
| 1406. | 27 Jun 78 | GLORY TRIP 64GM | 8833 | LF-08 | MINUTEMAN G | OT PHASE II | 109 | SAC | 522 |
| 1407. | 4 Jul 78 | ANT-2 | 6544 | LF-06 | MINUTEMAN B | ABRES | 230 | AFSC | 671 |

PAGE 71
