| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1328. | 22 May 76 | N/A | 0030 | SLC-5 | SCOUT | SPACE | 50 | AFSC | 639 |
| 1329. | 2 Jun 76 | N/A | 7837 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 51 | AFSC | 640 |
| 1330. | 3 Jun 76 | N/A | 1976 | BOM-1 | BOMARC B | TARGET | 14 | NAVY | 90 |
| 1331. | 9 Jun 76 | GLORY TRIP 127M | 5683 | LF-07 | MINUTEMAN F | OT PHASE II | 138 | SAC | 495 |
| 1332. | 21 Jun 76 | GLORY TRIP 33GM | 4044 | LF-08 | MINUTEMAN G | OT PHASE I | 83 | SAC | 496 |
| 1333. | 22 Jun 76 | GLORY TRIP 128M | 8230 | LF-05 | MINUTEMAN F | OT PHASE II | 139 | SAC | 497 |
| 1334. | 27 Jun 76 | ITF-1 | 8440 | 395-C | TITAN II | SOT | 58 | SAC | 498 |
| 1335. | 30 Jun 76 | GLORY TRIP 54GM | 7090 | LF-09 | MINUTEMAN G | OT PHASE II | 84 | SAC | 499 |
| 1336. | 8 Jul 76 | N/A | 4699 | SLC-4E | TITAN IIID | SPACE | 12 | AFSC | 641 |
| 1337. | 13 Jul 76 | N/A | 8732 | BOM-2 | BOMARC B | TARGET | 15 | NAVY | 91 |
| 1338. | 15 Jul 76 | STM-11W | 6290 | LF-21 | MINUTEMAN G | STM/R&D | 85 | AFSC | 642 |
| 1339. | 29 Jul 76 | ITOS | 5491 | SLC-2W | THOR/DELTA | SPACE | 31 | NASA | 41 |
| 1340. | 6 Aug 76 | N/A | 7940 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 52 | AFSC | 643 |
| 1341. | 19 Aug 76 | SAMAST III/MINT II | 5688 | LF-06 | MINUTEMAN B | ABRES | 224 | AFSC | 644 |
| 1342. | 26 Aug 76 | GLORY TRIP 129M | 8446 | LF-07 | MINUTEMAN F | OT PHASE II | 140 | SAC | 500 |
| 1343. | 1 Sep 76 | TIP III | 7731 | SLC-5 | SCOUT | SPACE | 51 | AFSC | 645 |
| 1344. | 11 Sep 76 | DMSP F-1 | 5721 | SLC-10W | THOR/BLOCK 5D-1 | SPACE | 1 | ADC | 19 |
| 1345. | 15 Sep 76 | N/A | 8533 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 53 | AFSC | 646 |
| 1346. | 23 Sep 76 | N/A | 4815 | BOM-2 | BOMARC B | TARGET | 16 | NAVY | 92 |
| 1347. | 26 Oct 76 | GIANT MOON 8 | 8080 | LF-05 | MINUTEMAN F | ERCS/OT | 141 | SAC | 501 |

PAGE 68
