| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1248. | 14 Aug 74 | N/A | 3004 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 46 | AFSC | 603 |
| 1249. | 17 Aug 74 | GLORY TRIP 45GM | 1015 | LF-02 | MINUTEMAN G | OT PHASE II | 60 | SAC | 469 |
| 1250. | 30 Aug 74 | N/A | 4930 | SLC-5 | SCOUT | SPACE | 47 | NASA | 33 |
| 1251. | 8 Sep 74 | ACE | 8401 | EMRS A-1 | ATLAS F | ABRES | 63 | AFSC | 604 |
| 1252. | 28 Sep 74 | GLORY TRIP 46GB | 4781 | LF-22 | MINUTEMAN G | OT PHASE II | 61 | SAC | 470 |
| 1253. | 1 Oct 74 | N/A | 3851 | BOM-1 | BOMARC B | TARGET/R&D | 6 | NAVY | 82 |
| 1254. | 4 Oct 74 | PVM-8 | 6578 | LF-04 | MINUTEMAN G | PVM/R&D | 62 | AFSC | 605 |
| 1255. | 7 Oct 74 | GLORY TRIP 118M | 8500 | LF-02 | MINUTEMAN F | OT PHASE II | 128 | SAC | 471 |
| 1256. | 11 Oct 74 | PVM-6 | 9292 | LF-21 | MINUTEMAN G | PVM/R&D | 63 | AFSC | 606 |
| 1257. | 12 Oct 74 | PVM-7 | 4903 | LF-25 | MINUTEMAN G | PVM/R&D | 64 | AFSC | 607 |
| 1258. | 12 Oct 74 | N/A | 8082 | BMRS A-3 | ATLAS F | ABRES | 64 | AFSC | 608 |
| 1259. | 16 Oct 74 | N/A | 2420 | BOM-2 | BOMARC B | TARGET/R&D | 7 | NAVY | 83 |
| 1260. | 22 Oct 74 | GIANT MOON 6 | 6219 | LF-05 | MINUTEMAN F | ERCS/OT | 129 | SAC | 472 |
| 1261. | 25 Oct 74 | GLORY TRIP 28GM | 6696 | LF-09 | MINUTEMAN G | OT PHASE I | 65 | SAC | 473 |
| 1262. | 29 Oct 74 | N/A | 7122 | SLC-4E | TITAN IIID | SPACE | 9 | AFSC | 609 |
| 1263. | 15 Nov 74 | N/A | 1494 | SLC-2W | THOR/DELTA | SPACE | 24 | NASA | 34 |
| 1264. | 26 Nov 74 | PVM-9 | 3295 | LF-08 | MINUTEMAN G | PVM/R&D | 66 | AFSC | 610 |
| 1265. | 3 Dec 74 | GLORY TRIP 47GB | 3036 | LF-25 | MINUTEMAN G | OT PHASE II | 67 | SAC | 474 |
| 1266. | 17 Dec 74 | GLORY TRIP 121M | 8458 | LF-04 | MINUTEMAN F | OT PHASE II | 130 | SAC | 475 |
| 1267. | 9 Jan 75 | SOFT-1 | 2592 | 395-C | TITAN II | SOFT/SOT | 55 | SAC | 476 |

PAGE 64
