| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 1048. | 8 Apr 71 | STM-2W | 6323 | LF-21 | MINUTEMAN G | STM/R&D | 19 | AFSC | 519 |
| 1049. | 14 Apr 71 | N/A | 0946 | BOM-1 | BOMARC A | TARGET | 41 | NAVY | 60 |
| 1050. | 14 Apr 71 | N/A | 0230 | BOM-2 | BOMARC A | TARGET | 42 | NAVY | 61 |
| 1051. | 22 Apr 71 | N/A | 7899 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 32 | AFSC | 520 |
| 1052. | 23 Apr 71 | OLD FOX 06F | 7159 | LF-26 | MINUTEMAN G | DASO | 20 | SAC | 396 |
| 1053. | 26 Apr 71 | GLORY TRIP 93B | 5269 | LF-07 | MINUTEMAN B | OT PHASE II | 181 | SAC | 397 |
| 1054. | 18 May 71 | GLORY TRIP 105F | 3111 | LF-24 | MINUTEMAN F | OT PHASE II | 96 | SAC | 398 |
| 1055. | 21 May 71 | GLORY TRIP 83M | 4425 | LF-05 | MINUTEMAN F | OT PHASE I | 97 | SAC | 399 |
| 1056. | 24 May 71 | GLORY TRIP 103F | 2390 | LF-22 | MINUTEMAN F | OT PHASE II | 98 | SAC | 400 |
| 1057. | 26 May 71 | GLORY TRIP 02GM | 4582 | LF-08 | MINUTEMAN G | OT PHASE I | 21 | SAC | 401 |
| 1058. | 27 May 71 | GLORY TRIP 03GM | 1682 | LF-02 | MINUTEMAN G | OT PHASE I | 22 | SAC | 402 |
| 1059. | 4 Jun 71 | GLORY TRIP 81M | 4480 | LF-04 | MINUTEMAN F | OT PHASE I | 99 | SAC | 403 |
| 1060. | 8 Jun 71 | N/A | 3850 | SLC-10W | THOR/BURNER II | SPACE | 12 | ADC | 10 |
| 1061. | 11 Jun 71 | STM-6W | 3782 | LF-21 | MINUTEMAN G | STM/R&D | 23 | AFSC | 521 |
| 1062. | 15 Jun 71 | N/A | 8709 | SLC-4E | TITAN IIID | SPACE | 1 | AFSC | 522 |
| 1063. | 18 Jun 71 | GLORY TRIP 94B | 0234 | LF-07 | MINUTEMAN B | OT PHASE II | 182 | SAC | 404 |
| 1064. | 20 Jun 71 | M1-17 | 2709 | 395-C | TITAN II | SOT/SAFEGUARD | 49 | SAC | 405 |
| 1065. | 23 Jun 71 | GLORY TRIP 84M | 1366 | LF-05 | MINUTEMAN F | OT PHASE I | 100 | SAC | 406 |
| 1066. | 26 Jun 71 | M1-14 | 3828 | LF-06 | MINUTEMAN B | SAFEGUARD | 183 | AFSC | 523 |
| 1067. | 29 Jun 71 | N/A | 7730 | BMRS A-3 | ATLAS F | ABRES | 53 | AFSC | 524 |

PAGE 54
