| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 968. | 27 May 70 | GLORY TRIP 65B | 5207 | LF-03 | MINUTEMAN B | OT PHASE II | 161 | SAC | 352 |
| 969. | 30 May 70 | N/A | 8643 | BMRS A-3 | ATLAS F | ABRES | 49 | AFSC | 493 |
| 970. | 8 Jun 70 | GLORY TRIP 72B | 6176 | LF-07 | MINUTEMAN B | OT PHASE II | 162 | SAC | 353 |
| 971. | 9 Jun 70 | N/A | 0525 | BMRS A-1 | ATLAS F | ABRES | 50 | AFSC | 494 |
| 972. | 17 Jun 70 | N/A | 3515 | LF-02 | MINUTEMAN G | R&D | 9 | AFSC | 495 |
| 973. | 19 Jun 70 | GLORY TRIP 28M | 5934 | LF-05 | MINUTEMAN F | OT PHASE I | 71 | SAC | 354 |
| 974. | 20 Jun 70 | GLORY TRIP 27M | 2688 | LF-04 | MINUTEMAN F | OT PHASE I | 72 | SAC | 355 |
| 975. | 23 Jun 70 | N/A | 2777 | LF-08 | MINUTEMAN G | R&D | 10 | AFSC | 496 |
| 976. | 25 Jun 70 | N/A | 6820 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 27 | AFSC | 497 |
| 977. | 25 Jun 70 | GLORY TRIP 73B | 5854 | LF-03 | MINUTEMAN B | OT PHASE II | 163 | SAC | 356 |
| 978. | 26 Jun 70 | GLORY TRIP 59F | 6998 | LF-22 | MINUTEMAN F | OT PHASE I | 73 | SAC | 357 |
| 979. | 2 Jul 70 | N/A | 0574 | BOM-1 | BOMARC A | TARGET | 35 | NAVY | 54 |
| 980. | 9 Jul 70 | GLORY TRIP 66F | 1177 | LF-24 | MINUTEMAN F | OT PHASE I | 74 | SAC | 358 |
| 981. | 14 Jul 70 | GLORY TRIP 71B-2 | 0166 | LF-09 | MINUTEMAN B | OT PHASE II | 164 | SAC | 359 |
| 982. | 18 Jul 70 | GLORY TRIP 30M | 5885 | LF-04 | MINUTEMAN F | OT PHASE I | 75 | SAC | 360 |
| 983. | 22 Jul 70 | N/A | 4324 | SLC-3W | THORAD/AGENA D | SPACE | 33 | AFSC | 498 |
| 984. | 23 Jul 70 | M1-3 | 4527 | LF-06 | MINUTEMAN B | SAFEGUARD | 165 | AFSC | 499 |
| 985. | 28 Jul 70 | N/A | 8727 | LF-02 | MINUTEMAN G | R&D | 11 | AFSC | 500 |
| 986. | 29 Jul 70 | N/A | 7787 | BOM-2 | BOMARC A | TARGET | 36 | NAVY | 55 |
| 987. | 3 Aug 70 | GLORY TRIP 61F | 7078 | LF-25 | MINUTEMAN F | OT PHASE I | 76 | SAC | 361 |

PAGE 50
