| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 58. | 30 Sep 60 | N/A | 0002 | PALC-B | NIKE/VIPER I | SPACE PROBE | 4 | AEC | 8 |
| 59. | 11 Oct 60 | LEFT RUDDER | 1040 | 75-2-8 | THOR | CTL | 15 | RAF | 14 |
| 60. | 11 Oct 60 | GIBSON GIRL | 1042 | PALC-1-1 | ATLAS/AGENA A | SPACE | 1 | AFSC | 17 |
| 61. | 12 Oct 60 | DIAMOND JUBILEE | 1043 | 576 B-1 | ATLAS D | DASO | 8 | SAC | 8 |
| 62. | 12 Oct 60 | N/A | 0043 | PALC-B | KIVA/HOPI | SPACE PROBE | 2 | CRL | 2 |
| 63. | 26 Oct 60 | SOUP SPOON | 1041 | 75-3-4 | THOR/AGENA B | SPACE | 1 | AFSC | 18 |
| 64. | 27 Oct 60 | N/A | 0042 | PALC-B | KIVA/HOPI | SPACE PROBE | 3 | CRL | 3 |
| 65. | 12 Nov 60 | BOXING GLOVE | 1046 | 75-3-5 | THOR/AGENA B | SPACE | 2 | AFSC | 19 |
| 66. | 21 Nov 60 | N/A | 0007A | PALC-B | NIKE/CAJUN | SPACE PROBE | 2 | AEC | 9 |
| 67. | 22 Nov 60 | N/A | 0007B | PALC-B | NIKE/CAJUN | SPACE PROBE | 3 | AEC | 10 |
| 68. | 7 Dec 60 | POWER TRACTOR | 1047 | 75-3-4 | THOR/AGENA B | SPACE | 3 | AFSC | 20 |
| 69. | 7 Dec 60 | N/A | 0047 | PALC-B | KIVA/HOPI | SPACE PROBE | 4 | CRL | 4 |
| 70. | 13 Dec 60 | ACTION TOWN | 1048 | 75-2-8 | THOR | CTL | 16 | RAF | 15 |
| 71. | 14 Dec 60 | N/A | 0053A | PALC-B | KIVA/HOPI | SPACE PROBE | 5 | CRL | 5 |
| 72. | 14 Dec 60 | N/A | 0053B | PALC-B | KIVA/HOPI | SPACE PROBE | 6 | CRL | 6 |
| 73. | 16 Dec 60 | HOT SHOT | 1050 | 576 B-3 | ATLAS D | R&D | 9 | AFSC | 21 |
| 74. | 16 Dec 60 | N/A | 0084 | PALC-B | KIVA/HOPI | SPACE PROBE | 7 | CRL | 7 |
| 75. | 20 Dec 60 | TEE BIRD | 1049 | 75-3-5 | THOR/AGENA B | SPACE | 4 | AFSC | 22 |
| 76. | 31 Jan 61 | JAYHAWK JAMBOREE | 1051 | PALC-1-1 | ATLAS/AGENA A | SPACE | 2 | AFSC | 23 |

(*) Data not available

PAGE 4
