| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 689. | 27 Apr 67 | OLEO KNIFE | 6264 | LF-07 | MINUTEMAN B | FOT | 101 | SAC | 258 |
| 690. | 28 Apr 67 | BUSY MUMMY | 7599 | LF-02 | MINUTEMAN B | R&D | 102 | AFSC | 354 |
| 691. | 5 May 67 | BUSY WIFE | 7102 | SLC-5 | SCOUT | SPACE | 27 | AFSC | 355 |
| 692. | 9 May 67 | BUSY BANKER | 4696 | SLC-1E | THORAD/AGENA D | SPACE | 3 | AFSC | 356 |
| 693. | 11 May 67 | BUSY FELLOW | 7217 | LF-21 | MINUTEMAN F | R&D | 19 | AFSC | 357 |
| 694. | 17 May 67 | GLOSSY COAT | 6295 | LF-09 | MINUTEMAN B | FOT | 103 | SAC | 259 |
| 695. | 18 May 67 | BUSY OCEAN | 7218 | SLC-5 | SCOUT | SPACE | 28 | AFSC | 358 |
| 696. | 19 May 67 | OLYMPIC TRIALS 2 | 3282 | LF-24 | MINUTEMAN F | ST | 20 | SAC | 260 |
| 697. | 19 May 67 | BUSY GIANT | 1495 | LF-02 | MINUTEMAN B | R&D | 104 | AFSC | 359 |
| 698. | 19 May 67 | BUSY PIGSKIN | 0468 | ABRES A-1 | ATLAS F | ABRES | 20 | AFSC | 360 |
| 699. | 22 May 67 | BUSY CAMPER | 4321 | SLC-4E | ATLAS/AGENA D | SPACE | 41 | AFSC | 361 |
| 700. | 22 May 67 | GLOSS TWINE | 6336 | LF-03 | MINUTEMAN B | FOT | 105 | SAC | 261 |
| 701. | 24 May 67 | N/A | 8611 | SLC-2E | THOR/DELTA | SPACE | 4 | NASA | 8 |
| 702. | 25 May 67 | BUSY SPOTTER | 2612 | BOM-2 | BOMARC A | TARGET | 5 | NAVY | 24 |
| 703. | 25 May 67 | GIANT CIGAR | 2203 | BOM-1 | BOMARC A | TARGET | 6 | NAVY | 25 |
| 704. | 29 May 67 | OLD FAD | 8086 | SLC-5 | SCOUT | SPACE | 29 | AFSC | 362 |
| 705. | 31 May 67 | COMIC STRIP | 5712 | SLC-2W | TAT/AGENA D | SPACE | 60 | AFSC | 363 |
| 706. | 31 May 67 | GLIB TALKER | 6416 | LF-07 | MINUTEMAN B | FOT | 106 | SAC | 262 |
| 707. | 1 Jun 67 | BUGGY ROAD | 0055 | LF-06 | MINUTEMAN B | ST | 107 | SAC | 263 |
| 708. | 4 Jun 67 | BUSY WOLF | 4360 | SLC-4E | ATLAS/AGENA D | SPACE | 42 | AFSC | 364 |

PAGE 36
