| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 172. | 29 Sep 62 | ARCTIC ZONE | 4201 | 75-1-2 | THOR/AGENA D | SPACE | 4 | AFSC | 89 |
| 173. | 2 Oct 62 | BRIAR STREET | 0201 | 576 B-2 | ATLAS D | ST | 27 | SAC | 24 |
| 174. | 6 Oct 62 | TIGHT BRACELET | 0201 | 395 A-1 | TITAN I | ST | 6 | AFSC | 90 |
| 175. | 9 Oct 62 | CALL BOARD | 4201 | 75-3-4 | THOR/AGENA B | SPACE | 37 | AFSC | 91 |
| 176. | 26 Oct 62 | ANCHOR BUOY | 1201 | 75-1-2 | THOR/AGENA D | SPACE | 5 | AFSC | 92 |
| 177. | 26 Oct 62 | CLOSED CIRCUITS | 8201 | 576 A-1 | ATLAS D | NIKE TARGET | 28 | AFSC | 93 |
| 178. | 5 Nov 62 | BAIL OUT | 9201 | 75-3-4 | THOR/AGENA B | SPACE | 38 | AFSC | 94 |
| 179. | 11 Nov 62 | AFTER DECK | 4202 | PALC-1-1 | ATLAS/AGENA B | SPACE | 12 | AFSC | 95 |
| 180. | 14 Nov 62 | ACTION TIME | 5201 | OSTF-2 | ATLAS F | R&D | 3 | AFSC | 96 |
| 181. | 21 Nov 62 | N/A | 5201 | PALC-A | SCOUT JR | SPACE PROBE | 4 | AFSC | 97 |
| 182. | 24 Nov 62 | GOLDEN RUSH | 9201 | 75-3-4 | THOR/AGENA B | SPACE | 39 | AFSC | 98 |
| 183. | 4 Dec 62 | CALAMITY JANE | 8201 | 75-1-2 | THOR/AGENA D | SPACE | 6 | AFSC | 99 |
| 184. | 5 Dec 62 | YELLOW JACKET | 4201 | 395 A-1 | TITAN I | R&D | 7 | AFSC | 100 |
| 185. | 10 Dec 62 | AMERICAN BEAUTY | 7201 | 394 A-4 | MINUTEMAN A | R&D | 2 | AFSC | 101 |
| 186. | 12 Dec 62 | DEER PARK | 6201 | 576 A-3 | ATLAS D | NIKE TARGET | 29 | AFSC | 102 |
| 187. | 12 Dec 62 | CORN FIELD | 7201 | 75-1-1 | THOR/AGENA D | SPACE | 7 | AFSC | 103 |
| 188. | 13 Dec 62 | N/A | * | PALC-B | TERRIER/ASP IV | SPACE PROBE | 2 | NAVY | 14 |
| 189. | 14 Dec 62 | BABY DOLL | 8201 | 75-3-5 | THOR/AGENA D | SPACE | 8 | AFSC | 104 |
| 190. | 17 Dec 62 | BARGIN COUNTER | 5201 | PALC-1-2 | ATLAS/AGENA B | SPACE | 13 | AFSC | 105 |

(*) Data not available

PAGE 10
