| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 450. | 12 Mar 65 | ANGEL CAMP | 7288 | 576 B-3 | ATLAS D | ABRES | 58 | SAC | 154 |
| 451. | 16 Mar 65 | TAIL FIN | 7384 | LF-02 | MINUTEMAN B | OT | 47 | SAC | 155 |
| 452. | 17 Mar 65 | ASTRAL BODY | 7353 | 4300 B-6 | THOR/ALTAIR | SPACE | 2 | SAC | 156 ➔ |
| 453. | 24 Mar 65 | ARCTIC SUN | 7355 | 395-B | TITAN II | OT | 16 | SAC | 157 |
| 454. | 25 Mar 65 | PAPER ROUTE | 4803 | 75-3-4 | TAT/AGENA D | SPACE | 33 | AFSC | 226 ➔ |
| 455. | 25 Mar 65 | QUICK NOTE | 7395 | LF-03 | MINUTEMAN B | OT | 48 | SAC | 158 |
| 456. | 26 Mar 65 | FRESH FROG | 7580 | 576 A-1 | ATLAS D | ABRES | 59 | AFSC | 227 |
| 457. | 3 Apr 65 | AIR PUMP | 4682 | PALC-2-4 | ATLAS/AGENA D | SPACE | 17 | AFSC | 228 |
| 458. | 6 Apr 65 | FLIP SIDE | 7500 | 576 B-1 | ATLAS D | ABRES | 60 | AFSC | 229 |
| 459. | 10 Apr 65 | SMOKEY RIVER | 7554 | LF-09 | MINUTEMAN B | OT | 49 | SAC | 159 |
| 460. | 13 Apr 65 | SEA POINT | 7399 | LF-02 | MINUTEMAN B | OT | 50 | SAC | 160 |
| 461. | 13 Apr 65 | YELLOW LIGHT | 7700 | LF-08 | MINUTEMAN B | OT | 51 | SAC | 161 |
| 462. | 16 Apr 65 | BEAR HUG | 7564 | 395-C | TITAN II | OT | 17 | SAC | 162 |
| 463. | 28 Apr 65 | DWARF TREE | 4983 | PALC-2-4 | ATLAS/AGENA D | SPACE | 18 | AFSC | 230 |
| 464. | 29 Apr 65 | MUSK OX | 5023 | PALC-1-1 | TAT/AGENA D | SPACE | 34 | AFSC | 231 |
| 465. | 30 Apr 65 | CARD DECK | 7485 | 395-D | TITAN II | OT | 18 | SAC | 163 |
| 466. | 30 Apr 65 | WINTER BREW | 7712 | LF-03 | MINUTEMAN B | OT | 52 | SAC | 164 |
| 467. | 10 May 65 | VIOLET RAY | 7739 | LF-09 | MINUTEMAN B | OT | 53 | SAC | 165 |
| 468. | 18 May 65 | IVY VINE | 8431 | 75-3-4 | TAT/AGENA D | SPACE | 35 | AFSC | 232 |
| 469. | 18 May 65 | SILVER CLOUD | 7567 | LF-07 | MINUTEMAN B | OT | 54 | SAC | 166 |

PAGE 24
