| LAUNCH SEQ | DATE | NICKNAME | OP # | FACILITY | VEHICLE TYPE | PROGRAM | CUM BY BOOSTER | COMMAND | CUM BY COMMAND |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| 909. | 3 Sep 69 | N/A | 8827 | BOM-2 | BOMARC A | TARGET | 26 | NAVY | 45 |
| 910. | 10 Sep 69 | GLORY TRIP 36B | 6091 | LF-07 | MINUTEMAN B | FOT | 147 | SAC | 332 |
| 911. | 13 Sep 69 | N/A | 6083 | LF-02 | MINUTEMAN G | R&D | 3 | AFSC | 465 |
| 912. | 16 Sep 69 | N/A | 7498 | BMRS A-3 | ATLAS F | ABRES | 43 | AFSC | 466 |
| 913. | 20 Sep 69 | OLYMPIC TRIALS B-107495 | | LF-09 | MINUTEMAN B | ST | 148 | SAC | 333 |
| 914. | 20 Sep 69 | N/A | 8456 | BOM-1 | BOMARC A | TARGET | 27 | NAVY | 46 |
| 915. | 22 Sep 69 | N/A | 3531 | SLC-3W | THORAD/AGENA D | SPACE | 26 | AFSC | 467 |
| 916. | 23 Sep 69 | MR CLEAN | 8769 | LF-06 | MINUTEMAN B | SAFEGUARD | 149 | AFSC | 468 |
| 917. | 24 Sep 69 | GLORY TRIP 21F | 5855 | LF-25 | MINUTEMAN F | OT | 61 | SAC | 334 |
| 918. | 30 Sep 69 | N/A | 7613 | SLC-1W | THORAD/AGENA D | SPACE | 27 | AFSC | 469 |
| 919. | 1 Oct 69 | N/A | 8490 | LF-21 | MINUTEMAN F | ST | 62 | AFSC | 470 |
| 920. | 1 Oct 69 | N/A | 7981 | SLC-5 | SCOUT | SPACE | 36 | AFSC | 471 |
| 921. | 2 Oct 69 | GLORY TRIP 44B | 8000 | LF-03 | MINUTEMAN B | FOT | 150 | SAC | 335 |
| 922. | 10 Oct 69 | N/A | 7376 | BMRS A-3 | ATLAS F | ABRES | 44 | AFSC | 472 |
| 923. | 13 Oct 69 | GLORY TRIP 22F | 2264 | LF-24 | MINUTEMAN F | OT | 63 | SAC | 336 |
| 924. | 15 Oct 69 | N/A | 7918 | LF-02 | MINUTEMAN G | R&D | 4 | AFSC | 473 |
| 925. | 21 Oct 69 | GLORY TRIP 45B | 0970 | LF-07 | MINUTEMAN B | FOT | 151 | SAC | 337 |
| 926. | 24 Oct 69 | N/A | 8455 | SLC-4W | TITAN IIIB/AGENA D | SPACE | 24 | AFSC | 474 |
| 927. | 31 Oct 69 | N/A | 8865 | LF-02 | MINUTEMAN G | R&D | 5 | AFSC | 475 |
| 928. | 6 Nov 69 | OLYMPIC TRIALS B-114566 | | LF-09 | MINUTEMAN B | ST | 152 | SAC | 338 |

PAGE 47 .
